"Time","Year",2014,2014.5,2015,2015.5,2016,2016.5,2017,2017.5,2018,2018.5,2019,2019.5,2020,2020.5,2021,2021.5,2022,2022.5,2023,2023.5,2024,2024.5,2025,2025.5,2026,2026.5,2027,2027.5,2028,2028.5,2029,2029.5,2030,2030.5,2031,2031.5,2032,2032.5,2033,2033.5,2034,2034.5,2035,2035.5,2036,2036.5,2037,2037.5,2038,2038.5,2039,2039.5,2040
"Living costs non agri household[High skilled]","vnd/household",3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07
"Living costs service workers","vnd/household",3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07,3.7403E+07
"Machines","dml",0.1
"Maize farm[Small]","household",190,242.987,268.306,280.008,285.261,287.201,287.158,285.87,283.632,279.784,273.975,266.095,252.139,230.886,198.857,161.095,123.334,90.0459,62.7361,41.6834,26.3925,15.9156,9.1382,4.99583,2.59867,1.18826,0.58982,0.29154,0.144278,0.071399,0.0353653,0.0175128,0.00865534,0.00427885,0.00211752,0.0010479,0.000519045,0.000257029,0.000127031,6.27992E-05,3.10781E-05,1.53797E-05,7.61784E-06,3.77232E-06,1.8644E-06,9.21682E-07,4.56122E-07,2.25722E-07,1.11804E-07,5.53651E-08,2.73631E-08,1.35272E-08,6.69434E-09
"Maize farm[Medium]","household",115,86.6056,65.7353,50.3937,45.7082,71.8806,58.2111,34.4836,18.1246,8.79286,4.42958,2.89195,9.81271,40.2596,16.9622,5.64143,2.9302,2.27304,2.10599,2.05592,2.03383,2.01848,2.00481,1.9916,8.0066,33.1853,13.9835,4.65052,2.41578,1.87421,6.90321,28.4688,11.9946,3.9888,2.07196,1.60747,5.92086,24.4177,10.2875,3.42101,1.77704,1.37869,5.0783,20.943,8.82344,2.93409,1.52412,1.18248,4.35566,17.9629,7.56776,2.51648,1.3072
"Maize farm[Large]","household",23,22.9415,22.8831,22.8249,22.7659,22.706,22.6472,22.5896,22.5321,22.4748,22.4176,22.3606,22.3028,22.2441,22.1865,22.1301,22.0738,22.0176,21.9616,21.9058,21.85,21.7945,21.739,21.6837,21.6276,21.5707,21.5149,21.4602,21.4056,21.3511,21.2959,21.2398,21.1849,21.131,21.0772,21.0236,20.9692,20.914,20.8599,20.8069,20.7539,20.7011,20.6476,20.5932,20.5399,20.4877,20.4356,20.3836,20.3309,20.2774,20.2249,20.1734,20.1221
"Maize farm migrates[Small]","household/Year",0,0,0,0,0,0,0,0.0270054,1.31612,2.5701,3.76218,4.86357,6.90655,15.876,20.562,29.8389,32.9363,31.4146,27.0203,21.3636,15.6863,10.7617,6.9267,4.19559,2.59867,1.18826,0.58982,0.29154,0.144278,0.071399,0.0353653,0.0175128,0.00865534,0.00427885,0.00211752,0.0010479,0.000519045,0.000257029,0.000127031,6.27992E-05,3.10781E-05,1.53797E-05,7.61784E-06,3.77232E-06,1.8644E-06,9.21682E-07,4.56122E-07,2.25722E-07,1.11804E-07,5.53651E-08,2.73631E-08,1.35272E-08,6.69434E-09
"Maize farm migrates[Medium]","household/Year",0,0,0,0,0.150206,4.81749,20.6701,18.388,12.8938,7.8218,4.42958,2.89195,9.81271,40.2596,16.9622,5.64143,2.9302,2.27304,2.10599,2.05592,2.03383,2.01848,2.00481,1.9916,8.0066,33.1853,13.9835,4.65052,2.41578,1.87421,6.90321,28.4688,11.9946,3.9888,2.07196,1.60747,5.92086,24.4177,10.2875,3.42101,1.77704,1.37869,5.0783,20.943,8.82344,2.93409,1.52412,1.18248,4.35566,17.9629,7.56776,2.51648,1.3072
"Maize farm migrates[Large]","household/Year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maize farmer starts coconut[Small]","household/Year",0.96661,1.23618,1.36499,1.44912,1.50136,1.48634,1.46089,1.45434,1.44295,1.42338,1.39383,1.37711,1.32704,1.1949,1.01167,0.819559,0.627453,0.458101,0.319165,0.212061,0.13427,0.0809694,0.0464899,0.0258548,0.0136771,0.00614957,0.00300066,0.00148319,0.000734002,0.00036951,0.000186132,9.06334E-05,4.40333E-05,2.17683E-05,1.07727E-05,5.42317E-06,2.7318E-06,1.3302E-06,6.46262E-07,3.19486E-07,1.58107E-07,7.95939E-08,4.00937E-08,1.95228E-08,9.48497E-09,4.68898E-09,2.32048E-09,1.16817E-09,5.88441E-10,2.8653E-10,1.39208E-10,6.88186E-11,3.40569E-11
"Maize farmer starts coconut[Medium]","household/Year",0.596888,0.449512,0.341188,0.274834,0.26132,0.392018,0.302135,0.178982,0.0940731,0.0456381,0.0229911,0.0157721,0.0561011,0.21957,0.0880441,0.0292829,0.01521,0.0117991,0.0109321,0.0106724,0.0105579,0.0104784,0.0104075,0.0108631,0.045779,0.181011,0.0725952,0.0241435,0.0125418,0.0102233,0.0394713,0.155291,0.0622733,0.0207092,0.0107574,0.00876862,0.0338552,0.133197,0.0534131,0.0177622,0.00922658,0.00752085,0.029038,0.114246,0.0458132,0.0152345,0.00791364,0.00645066,0.0249063,0.0979914,0.0392947,0.0130667,0.00678755
"Maize farmer starts coconut[Large]","household/Year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maize farmer starts rice[Small]","household/Year",94.7277,121.146,133.769,142.014,147.134,145.662,143.167,142.526,141.41,139.491,136.595,134.957,130.05,117.1,99.1436,80.3167,61.4904,44.8939,31.2781,20.782,13.1584,7.935,4.55601,2.53377,1.34036,0.602658,0.294065,0.145352,0.0719322,0.0362119,0.018241,0.00888207,0.00431527,0.00213329,0.00105572,0.00053147,0.000267716,0.000130359,6.33337E-05,3.13096E-05,1.54945E-05,7.80021E-06,3.92918E-06,1.91324E-06,9.29527E-07,4.5952E-07,2.27407E-07,1.14481E-07,5.76672E-08,2.80799E-08,1.36423E-08,6.74422E-09,3.33758E-09
"Maize farmer starts rice[Medium]","household/Year",58.4951,44.0522,33.4364,26.9337,25.6094,38.4177,29.6092,17.5402,9.21917,4.47253,2.25313,1.54566,5.49791,21.5179,8.62833,2.86973,1.49058,1.15631,1.07135,1.0459,1.03467,1.02688,1.01993,1.06459,4.48634,17.739,7.11433,2.36606,1.22909,1.00188,3.86819,15.2185,6.10279,2.02951,1.05422,0.859325,3.31781,13.0533,5.23448,1.74069,0.904205,0.737044,2.84572,11.1961,4.4897,1.49299,0.775537,0.632165,2.44081,9.60316,3.85089,1.28053,0.66518
"Maize farmer starts rice[Large]","household/Year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maize farmer starts shrimp[Small]","household/Year",0.96661,1.23618,1.36499,1.44912,1.50136,1.48634,1.46089,1.45434,1.44295,1.42338,1.39383,1.37711,1.32704,1.1949,1.01167,0.819559,0.627453,0.458101,0.319165,0.212061,0.13427,0.0809694,0.0464899,0.0258548,0.0136771,0.00614957,0.00300066,0.00148319,0.000734002,0.00036951,0.000186132,9.06334E-05,4.40333E-05,2.17683E-05,1.07727E-05,5.42317E-06,2.7318E-06,1.3302E-06,6.46262E-07,3.19486E-07,1.58107E-07,7.95939E-08,4.00937E-08,1.95228E-08,9.48497E-09,4.68898E-09,2.32048E-09,1.16817E-09,5.88441E-10,2.8653E-10,1.39208E-10,6.88186E-11,3.40569E-11
"Maize farmer starts shrimp[Medium]","household/Year",0.585053,0.440599,0.334423,0.260801,0.240568,0.372002,0.296144,0.175433,0.0922076,0.0447329,0.0225351,0.0149666,0.0516456,0.208354,0.0862939,0.0287003,0.0149072,0.0115639,0.010714,0.0104593,0.010347,0.0102689,0.0101993,0.0103071,0.0421398,0.171743,0.0711398,0.0236592,0.0122901,0.00969955,0.0363325,0.147334,0.0610214,0.0202927,0.0105409,0.00831909,0.0311622,0.126368,0.0523368,0.0174041,0.00904056,0.00713509,0.0267278,0.108386,0.0448885,0.0149269,0.00775383,0.00611965,0.0229244,0.0929627,0.0385004,0.0128024,0.00665027
"Maize farmer starts shrimp[Large]","household/Year",0.117011,0.116713,0.116416,0.118125,0.11982,0.11751,0.115216,0.114923,0.11463,0.114339,0.114048,0.115722,0.117382,0.115119,0.112872,0.112585,0.112299,0.112013,0.111728,0.111444,0.11116,0.110878,0.110596,0.112219,0.113829,0.111634,0.109455,0.109177,0.108899,0.110498,0.112083,0.109922,0.107776,0.107502,0.107229,0.108803,0.110364,0.108236,0.106123,0.105853,0.105584,0.107134,0.108671,0.106576,0.104495,0.104229,0.103964,0.105491,0.107004,0.104941,0.102892,0.102631,0.10237
"Migrated households","households",0,3E-05,6E-05,9E-05,0.00012,0.0752532,3.87524,17.5667,32.1656,48.7382,67.3353,107.759,162.032,236.512,338.101,407.269,466.033,518.239,563.214,600.473,630.35,653.843,671.993,686.181,697.676,710.409,734.282,747.653,755.71,762.109,767.736,775.377,793.291,802.465,807.137,810.384,813.024,817.431,830.72,836.593,838.77,839.986,840.913,843.652,854.299,858.863,860.463,861.36,862.122,864.482,873.64,877.596,879.024
"Migration rate","dml",1,1,1,1,1,0.99997,0.99845,0.992973,0.987134,0.980505,0.973066,0.956896,0.935187,0.905395,0.86476,0.837092,0.813587,0.792705,0.774714,0.759811,0.74786,0.738463,0.731203,0.725528,0.720929,0.715836,0.706287,0.700939,0.697716,0.695156,0.692906,0.689849,0.682683,0.679014,0.677145,0.675846,0.67479,0.673028,0.667712,0.665363,0.664492,0.664006,0.663635,0.662539,0.658281,0.656455,0.655815,0.655456,0.655151,0.654207,0.650544,0.648962,0.648391
"Netto income[Rice,Small]","vnd/household",-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06,-5.60905E+06,-7.69704E+06,-5.60905E+06,-3.52105E+06,-3.52105E+06,-3.52105E+06
"Netto income[Rice,Medium]","vnd/household",1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07,9.11486E+06,2.85088E+06,9.11486E+06,1.53788E+07,1.53788E+07,1.53788E+07
"Netto income[Rice,Large]","vnd/household",9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06,-593227,-1.10332E+07,-593227,9.84674E+06,9.84674E+06,9.84674E+06
"Netto income[Coconut,Small]","vnd/household",1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06,1.18425E+06
"Netto income[Coconut,Medium]","vnd/household",5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07,5.39268E+07
"Netto income[Coconut,Large]","vnd/household",1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08,1.18885E+08
"Netto income[Maize,Small]","vnd/household",-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06,-3.64571E+06,-5.47311E+06,-3.64571E+06,-1.81831E+06,-1.81831E+06,-1.81831E+06
"Netto income[Maize,Medium]","vnd/household",-3.95894E+06,-3.95893E+06,-3.95892E+06,-9.43769E+06,-1.49165E+07,-9.43767E+06,-3.95891E+06,-3.95908E+06,-3.95925E+06,-3.95946E+06,-3.95971E+06,-9.43872E+06,-1.49176E+07,-9.44033E+06,-3.96457E+06,-3.9664E+06,-3.96824E+06,-3.97016E+06,-3.97209E+06,-3.97393E+06,-3.9756E+06,-3.97706E+06,-3.97828E+06,-9.45311E+06,-1.49274E+07,-9.45449E+06,-3.98319E+06,-3.98446E+06,-3.98528E+06,-9.45813E+06,-1.49306E+07,-9.45916E+06,-3.98939E+06,-3.99057E+06,-3.99119E+06,-9.46243E+06,-1.49334E+07,-9.46309E+06,-3.99443E+06,-3.99535E+06,-3.9957E+06,-9.46566E+06,-1.49355E+07,-9.46602E+06,-3.99816E+06,-3.99898E+06,-3.99928E+06,-9.46833E+06,-1.49373E+07,-9.46867E+06,-4.00162E+06,-4.00243E+06,-4.00272E+06
"Netto income[Maize,Large]","vnd/household",4.27624E+07,4.27624E+07,4.27625E+07,3.36312E+07,2.44999E+07,3.36312E+07,4.27625E+07,4.27621E+07,4.27617E+07,4.27613E+07,4.27608E+07,3.36288E+07,2.4497E+07,3.36251E+07,4.27503E+07,4.27464E+07,4.27425E+07,4.27384E+07,4.27342E+07,4.27303E+07,4.27267E+07,4.27236E+07,4.27209E+07,3.35957E+07,2.44716E+07,3.35926E+07,4.27104E+07,4.27077E+07,4.27059E+07,3.35842E+07,2.44631E+07,3.35818E+07,4.26971E+07,4.26946E+07,4.26933E+07,3.35743E+07,2.44559E+07,3.35728E+07,4.26863E+07,4.26843E+07,4.26836E+07,3.35669E+07,2.44505E+07,3.35661E+07,4.26783E+07,4.26766E+07,4.26759E+07,3.35608E+07,2.44458E+07,3.356E+07,4.26709E+07,4.26692E+07,4.26686E+07
"Non agri[Low skilled]","household",320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
"Non agri[High skilled]","household",670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670
"Non agri migrates[Low skilled]","household/Year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Non agri migrates[High skilled]","household/Year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Number of contacts in the city","dml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Number of work days","days",80
"Other income[Rice,Small]","vnd",2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07
"Other income[Rice,Medium]","vnd",2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07
"Other income[Rice,Large]","vnd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other income[Coconut,Small]","vnd",1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07
"Other income[Coconut,Medium]","vnd",1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07,1.2216E+07
"Other income[Coconut,Large]","vnd",2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07
"Other income[Maize,Small]","vnd",2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07
"Other income[Maize,Medium]","vnd",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Other income[Maize,Large]","vnd",2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07,2.4432E+07
"probability starting coconut after maize","dml",0.01
"probability starting coconut after rice","dml",0.01
"probability starting maize after rice[Small]","dml",0.98
"probability starting maize after rice[Medium]","dml",0.5
"probability starting maize after rice[Large]","dml",0
"probability starting rice after maize","dml",0.98
"probability starting shrimp after maize","dml",0.01
"probability starting shrimp after rice","dml",0.01
